College,Major,Class,Difficulty
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 325,3.2307692307692313
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 331,6.289473684210527
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 165,7.826086956521738
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 166,6.586956521739131
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 265,5.239130434782608
CALS,Agricultural Biochemistry- B.S. - option 2,PHYS 221,7.304347826086956
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 211,6.2564102564102555
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 313,5.205128205128204
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 314,3.5769230769230766
CALS,Agricultural Biochemistry- B.S. - option 2,LIB 160,2.565217391304348
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 150,2.1818181818181817
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 250,2.333333333333333
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 411,1.6666666666666667
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 305,2.27027027027027
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 309,2.1666666666666665
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 314,1.065217391304348
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 101,1.8666666666666667
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 102,2.0
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 201,1.4545454545454546
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 404,3.2790697674418605
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 411,1.6666666666666667
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 461,1.4
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 201,4.181818181818182
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 177,5.413043478260869
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 324,5.2105263157894735
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 325,3.2307692307692313
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 331,6.289473684210527
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 165,7.826086956521738
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 166,6.586956521739131
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 265,5.239130434782608
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 266,5.391304347826088
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 207,4.2
CALS,Agricultural Biochemistry- B.S. - option 2,PHYS 221,7.304347826086956
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 481,4.8125
CALS,Agricultural Biochemistry- B.S. - option 2,STAT 407,1.5333333333333334
CALS,Agricultural Biochemistry- B.S. - option 2,STAT 430,5.8
CALS,Agricultural Biochemistry- B.S. - option 2,COM S 207,6.340909090909091
CALS,Agricultural Biochemistry- B.S. - option 2,STAT 305,2.8260869565217392
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 211,6.2564102564102555
CALS,Agricultural Biochemistry- B.S. - option 2,LIB 160,2.565217391304348
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 150,2.1818181818181817
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 250,2.333333333333333
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 411,1.6666666666666667
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 305,2.27027027027027
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 309,2.1666666666666665
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 314,1.065217391304348
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 404,3.2790697674418605
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 405,4.090909090909091
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 411,1.6666666666666667
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 461,1.4
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 561,0
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 325,3.2307692307692313
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 101,1.8666666666666667
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 102,2.0
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 201,4.181818181818182
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 211,5.033333333333333
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 165,7.826086956521738
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 166,6.586956521739131
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 150,2.1818181818181817
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 211,6.2564102564102555
CALS,Agricultural Biochemistry- B.S. - option 2,LIB 1601,0
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 211L3,0
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 331,6.289473684210527
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 201,1.4545454545454546
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 212,4.428571428571429
CALS,Agricultural Biochemistry- B.S. - option 2,PHYS 222,4.891304347826087
CALS,Agricultural Biochemistry- B.S. - option 2,PHYS 221,7.304347826086956
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 2501,0
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 4044,0
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 4054,0
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 313,5.205128205128204
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 314,3.5769230769230766
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 4111,0
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 461,1.4
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 324,5.2105263157894735
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 325,3.2307692307692313
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 561L7,0
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 4995,0
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 4995,0
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 101,1.8666666666666667
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 102,2.0
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 201,4.181818181818182
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 211,5.033333333333333
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 165,7.826086956521738
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 211,6.2564102564102555
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 150,2.1818181818181817
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 211L3,0
CALS,Agricultural Biochemistry- B.S. - option 2,LIB 1601,0
CALS,Agricultural Biochemistry- B.S. - option 2,COM S 207,6.340909090909091
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 331,6.289473684210527
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 201,1.4545454545454546
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 265,5.239130434782608
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 332,7.216216216216216
CALS,Agricultural Biochemistry- B.S. - option 2,BIOL 212,4.428571428571429
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 266,5.391304347826088
CALS,Agricultural Biochemistry- B.S. - option 2,PHYS 221,7.304347826086956
CALS,Agricultural Biochemistry- B.S. - option 2,PHYS 222,4.891304347826087
CALS,Agricultural Biochemistry- B.S. - option 2,ENGL 2501,0
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 4044,0
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 325,3.2307692307692313
CALS,Agricultural Biochemistry- B.S. - option 2,CHEM 324,5.2105263157894735
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 461,1.4
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 561L7,0
CALS,Agricultural Biochemistry- B.S. - option 2,MATH 317,6.3
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 4111,0
CALS,Agricultural Biochemistry- B.S. - option 2,BBMB 4995,0
CALS,Agricultural Business- B.S.,ENGL 150,2.1818181818181817
CALS,Agricultural Business- B.S.,ENGL 250,2.333333333333333
CALS,Agricultural Business- B.S.,ENGL 302,1.1304347826086956
CALS,Agricultural Business- B.S.,ENGL 309,2.1666666666666665
CALS,Agricultural Business- B.S.,ENGL 314,1.065217391304348
CALS,Agricultural Business- B.S.,SP CM 212,1.3695652173913044
CALS,Agricultural Business- B.S.,AGEDS 311,1.475
CALS,Agricultural Business- B.S.,LIB 160,2.565217391304348
CALS,Agricultural Business- B.S.,ECON 102,4.413043478260869
CALS,Agricultural Business- B.S.,BIOL 101,6.7435897435897445
CALS,Agricultural Business- B.S.,BIOL 211,6.2564102564102555
CALS,Agricultural Business- B.S.,MATH 160,6.741935483870968
CALS,Agricultural Business- B.S.,MATH 165,7.826086956521738
CALS,Agricultural Business- B.S.,ECON 207,2.1923076923076925
CALS,Agricultural Business- B.S.,MATH 166,6.586956521739131
CALS,Agricultural Business- B.S.,STAT 226,5.5777777777777775
CALS,Agricultural Business- B.S.,STAT 326,4.162162162162162
CALS,Agricultural Business- B.S.,PHYS 111,4.826086956521738
CALS,Agricultural Business- B.S.,ECON 101,5.543478260869565
CALS,Agricultural Business- B.S.,ECON 301,3.4565217391304346
CALS,Agricultural Business- B.S.,ECON 302,3.8666666666666663
CALS,Agricultural Business- B.S.,ECON 353,2.75
CALS,Agricultural Business- B.S.,ECON 492,0
CALS,Agricultural Business- B.S.,ACCT 284,3.934782608695652
CALS,Agricultural Business- B.S.,FIN 301,2.130434782608696
CALS,Agricultural Business- B.S.,ECON 110,1.0
CALS,Agricultural Business- B.S.,ECON 235,3.6666666666666665
CALS,Agricultural Business- B.S.,ECON 292,1.0
CALS,Agricultural Business- B.S.,MATH 165,7.826086956521738
CALS,Agricultural Business- B.S.,MATH 165,7.826086956521738
CALS,Agricultural Business- B.S.,MATH 160,6.741935483870968
CALS,Agricultural Business- B.S.,STAT 226,5.5777777777777775
CALS,Agricultural Business- B.S.,STAT 341,3.633333333333333
CALS,Agricultural Business- B.S.,ECON 101,5.543478260869565
CALS,Agricultural Business- B.S.,ECON 102,4.413043478260869
CALS,Agricultural Business- B.S.,ECON 301,3.4565217391304346
CALS,Agricultural Business- B.S.,ECON 302,3.8666666666666663
CALS,Agricultural Business- B.S.,ECON 371,3.5
CALS,Agricultural Business- B.S.,ECON 492,0
CALS,Agricultural Business- B.S.,ENGL 150,2.1818181818181817
CALS,Agricultural Business- B.S.,ENGL 250,2.333333333333333
CALS,Agricultural Business- B.S.,ENGL 302,1.1304347826086956
CALS,Agricultural Business- B.S.,ECON 101,5.543478260869565
CALS,Agricultural Business- B.S.,ECON 102,4.413043478260869
CALS,Agricultural Business- B.S.,MATH 165,7.826086956521738
CALS,Agricultural Business- B.S.,MATH 165,7.826086956521738
CALS,Agricultural Business- B.S.,MATH 160,6.741935483870968
CALS,Agricultural Business- B.S.,ECON 301,3.4565217391304346
CALS,Agricultural Business- B.S.,ECON 101,5.543478260869565
CALS,Agricultural Business- B.S.,ECON 230,1.6666666666666667
CALS,Agricultural Business- B.S.,ECON 235,3.6666666666666665
CALS,Agricultural Business- B.S.,ECON 301,3.4565217391304346
CALS,Agricultural Business- B.S.,ECON 101,5.543478260869565
CALS,Agricultural Business- B.S.,ECON 102,4.413043478260869
CALS,Agricultural Business- B.S.,ECON 301,3.4565217391304346
CALS,Agricultural Business- B.S.,ECON 101,5.543478260869565
CALS,Agricultural Business- B.S.,ECON 102,4.413043478260869
CALS,Agricultural Business- B.S.,ENGL 150,2.1818181818181817
CALS,Agricultural Business- B.S.,ECON 207A,0
CALS,Agricultural Business- B.S.,LIB 160,2.565217391304348
CALS,Agricultural Business- B.S.,MATH 160A,0
CALS,Agricultural Business- B.S.,ECON 301,3.4565217391304346
CALS,Agricultural Business- B.S.,ECON 302,3.8666666666666663
CALS,Agricultural Business- B.S.,ENGL 250,2.333333333333333
CALS,Agricultural Business- B.S.,STAT 326B,0
CALS,Agricultural Business- B.S.,STAT 226B,0
CALS,Agricultural Business- B.S.,ECON 371,3.5
CALS,Agricultural Business- B.S.,ECON 492,0
CALS,Agricultural Studies- B.S.,ENGL 150,2.1818181818181817
CALS,Agricultural Studies- B.S.,ENGL 250,2.333333333333333
CALS,Agricultural Studies- B.S.,AGEDS 311,1.475
CALS,Agricultural Studies- B.S.,AGEDS 327,1.6
CALS,Agricultural Studies- B.S.,LIB 160,2.565217391304348
CALS,Agricultural Studies- B.S.,ECON 101,5.543478260869565
CALS,Agricultural Studies- B.S.,BIOL 101,6.7435897435897445
CALS,Agricultural Studies- B.S.,CHEM 163,5.5588235294117645
CALS,Agricultural Studies- B.S.,MATH 104,6.769230769230768
CALS,Agricultural Studies- B.S.,STAT 104,5.195652173913044
CALS,Agricultural Studies- B.S.,AGEDS 110B,1.0
CALS,Agricultural Studies- B.S.,AGEDS 215,1.1333333333333333
CALS,Agricultural Studies- B.S.,AGEDS 315,1.6216216216216215
CALS,Agricultural Studies- B.S.,AGEDS 450,1.0
CALS,Agricultural Studies- B.S.,AGEDS 451,2.636363636363636
CALS,Agricultural Studies- B.S.,AGRON 181,4.0
CALS,Agricultural Studies- B.S.,AGRON 182,3.6666666666666665
CALS,Agricultural Studies- B.S.,AGRON 280,2.5
CALS,Agricultural Studies- B.S.,AN S 101,1.7142857142857142
CALS,Agricultural Studies- B.S.,AN S 114,3.7
CALS,Agricultural Studies- B.S.,ECON 230,1.6666666666666667
CALS,Agricultural Studies- B.S.,ECON 235,3.6666666666666665
CALS,Agricultural Studies- B.S.,NREM 120,3.8285714285714287
CALS,Agricultural Studies- B.S.,AGEDS 110B,1.0
CALS,Agricultural Studies- B.S.,AN S 114,3.7
CALS,Agricultural Studies- B.S.,ECON 101,5.543478260869565
CALS,Agricultural Studies- B.S.,AGRON 182,3.6666666666666665
CALS,Agricultural Studies- B.S.,AN S 101,1.7142857142857142
CALS,Agricultural Studies- B.S.,NREM 120,3.8285714285714287
CALS,Agricultural Studies- B.S.,STAT 104,5.195652173913044
CALS,Agricultural Studies- B.S.,ENGL 150,2.1818181818181817
CALS,Agricultural Studies- B.S.,ENGL 250,2.333333333333333
CALS,Agricultural Studies- B.S.,LIB 160,2.565217391304348
CALS,Agricultural Studies- B.S.,AGRON 181,4.0
CALS,Agricultural Studies- B.S.,AGEDS 215,1.1333333333333333
CALS,Agricultural Studies- B.S.,ACCT 284,3.934782608695652
CALS,Agricultural Studies- B.S.,BIOL 101,6.7435897435897445
CALS,Agricultural Studies- B.S.,AGRON 280,2.5
CALS,Agricultural Studies- B.S.,ECON 235,3.6666666666666665
CALS,Agricultural Studies- B.S.,AGEDS 315,1.6216216216216215
CALS,Agricultural Studies- B.S.,ECON 230,1.6666666666666667
CALS,Agricultural Studies- B.S.,AGEDS 450,1.0
CALS,Agricultural Studies- B.S.,AGEDS 451,2.636363636363636
CALS,Agricultural Studies- B.S.,ECON 334,1.0555555555555556
CALS,Agricultural Studies- B.S.,AGEDS 327,1.6
CALS,Agricultural Systems Technology- B.S. - Agricultural and biosystems management option,TSM 110,1.9166666666666667
CALS,Agricultural Systems Technology- B.S. - Agricultural and biosystems management option,TSM 111,1.2307692307692308
CALS,Agricultural Systems Technology- B.S. - Agricultural and biosystems management option,TSM 116,2.2916666666666665
CALS,Agricultural Systems Technology- B.S. - Agricultural and biosystems management option,TSM 115,1.9166666666666667
CALS,Agricultural Systems Technology- B.S. - Agricultural and biosystems management option,CHEM 163,5.5588235294117645
CALS,Agricultural Systems Technology- B.S. - Agricultural and biosystems management option,ECON 101,5.543478260869565
